"age","net","gun","sex","year","previous","nruns"
34,87.55,90.95,"F",2001,0,3
35,88.23,91.68,"F",2002,1,3
40,NA,80.83,"F",2007,2,3
33,114.6,118.2,"F",2003,0,3
34,114.7,120.1,"F",2004,1,3
37,NA,114.1,"F",2007,2,3
24,96.73,101.9,"F",2005,0,3
26,NA,99.75,"F",2007,1,3
27,NA,108.8,"F",2008,2,3
24,81.42,81.42,"M",2005,0,4
25,78.3,83.53,"M",2006,1,4
26,NA,72.08,"M",2007,2,4
27,NA,79.55,"M",2008,3,4
26,98.5,104.7,"M",2003,0,3
27,111.4,119.3,"M",2004,1,3
29,130.2,138.7,"M",2006,2,3
32,111.2,119.2,"M",2006,0,3
33,NA,98.5,"M",2007,1,3
34,NA,110.3,"M",2008,2,3
31,69.48,70.98,"M",2006,0,3
32,NA,67.75,"M",2007,1,3
33,NA,67.35,"M",2008,2,3
26,94,97.53,"M",2002,0,3
27,97.48,103.3,"M",2003,1,3
30,97.85,104.1,"M",2006,2,3
25,103.1,110.4,"M",2006,0,3
26,NA,94.72,"M",2007,1,3
27,NA,97.7,"M",2008,2,3
37,59.88,60.02,"M",2003,0,3
38,65.13,65.38,"M",2004,1,3
39,60.75,60.78,"M",2005,2,3
28,78.17,82.08,"M",2003,0,4
30,73.82,76.85,"M",2005,1,4
31,79.33,82.58,"M",2006,2,4
32,NA,77.27,"M",2007,3,4
30,74.4,75.67,"M",2000,0,3
31,76.42,77.65,"M",2001,1,3
38,NA,87.72,"M",2008,2,3
31,98.67,103.9,"M",2004,0,4
32,86.67,89.73,"M",2005,1,4
33,82.72,84.55,"M",2006,2,4
34,NA,78.35,"M",2007,3,4
34,77.88,82.97,"M",2003,0,3
36,75.32,76.37,"M",2005,1,3
38,NA,77.72,"M",2007,2,3
31,89.8,90,"M",2003,0,3
32,92.03,92.22,"M",2004,1,3
33,103,103,"M",2005,2,3
32,77.88,79.82,"M",2002,0,3
33,78.38,79.92,"M",2003,1,3
34,76.95,81.17,"M",2004,2,3
28,64.77,65.1,"M",2001,0,6
30,60.3,60.4,"M",2003,1,6
31,59.72,59.82,"M",2004,2,6
33,57.18,57.25,"M",2006,3,6
34,NA,56.75,"M",2007,4,6
35,NA,57.92,"M",2008,5,6
33,83.7,92,"M",2006,0,3
34,NA,80.58,"M",2007,1,3
35,NA,78.85,"M",2008,2,3
24,106.7,114.7,"M",2005,0,3
25,94.62,97.48,"M",2006,1,3
26,NA,104.4,"M",2007,2,3
27,103.8,103.8,"M",2005,0,4
28,96.68,105.7,"M",2006,1,4
29,NA,84.08,"M",2007,2,4
30,NA,88.23,"M",2008,3,4
47,NA,84.42,"M",1999,0,4
48,80.83,83.17,"M",2000,1,4
50,86.92,91.7,"M",2002,2,4
51,93.27,95.07,"M",2003,3,4
45,103.7,103.7,"M",2002,0,5
46,101.3,104.9,"M",2003,1,5
48,108,113.2,"M",2005,2,5
49,99.65,104.2,"M",2006,3,5
50,NA,96.52,"M",2007,4,5
49,NA,59.85,"M",1999,0,7
50,61.93,61.97,"M",2000,1,7
51,62.28,62.33,"M",2001,2,7
54,66.97,67.02,"M",2004,3,7
55,71.52,71.57,"M",2005,4,7
57,NA,75.5,"M",2007,5,7
58,NA,75.7,"M",2008,6,7
36,79.42,80.55,"M",2004,0,3
37,76.55,77.3,"M",2005,1,3
40,NA,80.75,"M",2008,2,3
40,72.53,73.23,"M",2001,0,4
42,72.58,72.82,"M",2003,1,4
46,NA,86.53,"M",2007,2,4
47,NA,90.27,"M",2008,3,4
29,83.85,84.63,"M",2001,0,5
30,81.3,82.22,"M",2002,1,5
31,83.35,85.5,"M",2003,2,5
32,85.73,88.47,"M",2004,3,5
33,95.38,100.9,"M",2005,4,5
38,63.78,64.57,"M",2000,0,4
40,60,60.05,"M",2002,1,4
43,60.42,60.48,"M",2005,2,4
45,NA,62.23,"M",2007,3,4
31,116.5,121.2,"M",2002,0,3
32,93.28,96.08,"M",2003,1,3
35,103.3,106,"M",2006,2,3
41,76.5,76.78,"F",2000,0,3
42,76.42,76.98,"F",2001,1,3
49,NA,70.42,"F",2008,2,3
37,98.32,101.9,"F",2001,0,4
39,105.5,111.8,"F",2003,1,4
41,110.7,115.2,"F",2005,2,4
43,NA,98.72,"F",2007,3,4
41,99.18,106.1,"F",2004,0,3
42,98.88,105.5,"F",2005,1,3
43,109.5,119.6,"F",2006,2,3
53,NA,96.62,"F",1999,0,5
54,87.48,88.45,"F",2000,1,5
55,93.3,96.93,"F",2001,2,5
56,87.1,88.25,"F",2002,3,5
57,85.93,87.75,"F",2003,4,5
31,95.57,98.07,"F",2002,0,4
32,93.02,95.72,"F",2003,1,4
33,93.57,97.08,"F",2004,2,4
34,97.68,100.7,"F",2005,3,4
53,131.4,138.7,"F",2002,0,3
54,129.8,135.8,"F",2003,1,3
55,125.5,132.7,"F",2004,2,3
42,89.35,96.17,"F",2005,0,3
43,86.63,87.03,"F",2006,1,3
44,NA,89.87,"F",2007,2,3
31,95.4,100.8,"F",2001,0,5
32,89.4,91.7,"F",2002,1,5
36,71.32,72.82,"F",2006,2,5
37,NA,67.9,"F",2007,3,5
38,NA,68.35,"F",2008,4,5
64,NA,98.22,"F",1999,0,4
65,102.9,103.2,"F",2000,1,4
66,103.2,103.2,"F",2001,2,4
67,106.6,106.9,"F",2002,3,4
31,87.47,90.37,"F",2000,0,3
33,81.77,82.87,"F",2002,1,3
38,NA,66.95,"F",2007,2,3
28,110.2,115.3,"F",2003,0,5
29,104.4,104.4,"F",2004,1,5
30,106.4,114,"F",2005,2,5
31,108,114.8,"F",2006,3,5
32,NA,74.05,"F",2007,4,5
49,NA,87.2,"F",1999,0,7
50,82.52,83.92,"F",2000,1,7
51,80.47,80.88,"F",2001,2,7
54,87.85,89.77,"F",2004,3,7
55,84.12,85.38,"F",2005,4,7
57,NA,87.6,"F",2007,5,7
58,NA,87.48,"F",2008,6,7
37,84.53,89.23,"F",2000,0,4
39,84.38,85.6,"F",2002,1,4
42,85.5,85.73,"F",2005,2,4
44,NA,82.05,"F",2007,3,4
44,102,104.7,"F",2003,0,3
48,NA,100.6,"F",2007,1,3
49,NA,106.1,"F",2008,2,3
23,85.27,89.97,"F",2004,0,3
25,88.65,90.07,"F",2006,1,3
26,NA,87.03,"F",2007,2,3
35,90.75,92.32,"F",2000,0,4
36,81.87,84.08,"F",2001,1,4
37,84.05,88.92,"F",2002,2,4
38,90.8,95.92,"F",2003,3,4
42,NA,94.6,"F",1999,0,5
44,94.45,98.8,"F",2001,1,5
45,89,94.05,"F",2002,2,5
46,95.6,97.9,"F",2003,3,5
49,103.6,106.3,"F",2006,4,5
33,80.67,85.85,"F",2002,0,3
34,93.12,99.73,"F",2003,1,3
35,92.9,100.4,"F",2004,2,3
40,91.13,94.28,"F",2001,0,3
41,85.1,86.48,"F",2002,1,3
42,85,88.58,"F",2003,2,3
46,103,106.9,"M",2005,0,4
47,96.27,96.48,"M",2006,1,4
48,NA,101.2,"M",2007,2,4
49,NA,106.2,"M",2008,3,4
40,71.33,71.93,"M",2001,0,4
41,72.17,74.3,"M",2002,1,4
42,70.02,70.02,"M",2003,2,4
43,74.7,75.15,"M",2004,3,4
36,68.47,68.98,"M",2005,0,3
37,67.47,67.87,"M",2006,1,3
38,NA,68.27,"M",2007,2,3
44,85.3,86.55,"M",2005,0,4
45,84.07,85.6,"M",2006,1,4
46,NA,85.08,"M",2007,2,4
47,NA,84.37,"M",2008,3,4
30,87.87,90.62,"M",2000,0,5
31,82.63,83.9,"M",2001,1,5
32,81.95,82.78,"M",2002,2,5
33,90.25,92.95,"M",2003,3,5
34,91.55,95.65,"M",2004,4,5
40,87.37,89.15,"M",2001,0,4
41,88.5,88.5,"M",2002,1,4
42,84.85,86.35,"M",2003,2,4
44,99.55,106.2,"M",2005,3,4
31,73.4,74.72,"M",2003,0,4
32,67.38,67.73,"M",2004,1,4
35,NA,74.2,"M",2007,2,4
36,NA,68.03,"M",2008,3,4
36,76.4,77.83,"M",2000,0,5
37,74.92,75.65,"M",2001,1,5
38,78.32,80.07,"M",2002,2,5
39,77.18,78.15,"M",2003,3,5
40,79.1,80.22,"M",2004,4,5
43,85.05,87.58,"M",2002,0,5
44,101.6,106.4,"M",2003,1,5
45,97.02,102.7,"M",2004,2,5
46,97.23,100.2,"M",2005,3,5
47,114.7,121.1,"M",2006,4,5
43,64.15,64.37,"M",2003,0,3
46,66.5,67.03,"M",2006,1,3
48,NA,66.93,"M",2008,2,3
39,79.82,84.93,"M",2004,0,4
40,79.82,82.2,"M",2005,1,4
41,83.27,88.35,"M",2006,2,4
43,NA,80.87,"M",2008,3,4
39,77.18,78.92,"M",2004,0,3
40,83.22,85.92,"M",2005,1,3
41,75.5,77.45,"M",2006,2,3
42,83.1,85.65,"M",2002,0,4
44,76.13,77.28,"M",2004,1,4
45,83.18,86.98,"M",2005,2,4
46,86.22,86.7,"M",2006,3,4
44,82.55,83.7,"M",2002,0,4
45,99.87,103.2,"M",2003,1,4
46,97.62,99.52,"M",2004,2,4
48,102.4,110.4,"M",2006,3,4
31,91.02,94.93,"M",2005,0,3
32,77.88,78.5,"M",2006,1,3
33,NA,78.83,"M",2007,2,3
40,93.62,98.67,"M",2002,0,3
41,94.23,97.35,"M",2003,1,3
44,103.8,108.5,"M",2006,2,3
27,NA,79.18,"M",1999,0,3
29,71.5,72.02,"M",2001,1,3
30,77.67,80.07,"M",2002,2,3
46,NA,74.15,"M",1999,0,4
47,72.68,73.23,"M",2000,1,4
51,80.42,81.4,"M",2004,2,4
52,84.65,90.68,"M",2005,3,4
46,95.02,95.83,"M",2003,0,3
50,NA,68.05,"M",2007,1,3
51,NA,76.87,"M",2008,2,3
33,86.45,87.8,"M",2001,0,3
34,81.78,85.07,"M",2002,1,3
39,NA,82.93,"M",2007,2,3
39,96.32,99.55,"M",2004,0,3
40,118.4,122.7,"M",2005,1,3
41,92.78,95.38,"M",2006,2,3
39,69.73,70.32,"M",2001,0,4
41,62.03,62.27,"M",2003,1,4
42,62.22,62.55,"M",2004,2,4
44,65.32,65.48,"M",2006,3,4
41,75.67,76.1,"M",2003,0,3
42,74.53,75.1,"M",2004,1,3
43,73.77,74.33,"M",2005,2,3
37,NA,83.88,"M",1999,0,5
38,81.8,82.47,"M",2000,1,5
40,82.03,82.83,"M",2002,2,5
41,83.08,84.6,"M",2003,3,5
46,NA,91.58,"M",2008,4,5
26,68.5,69.22,"M",2004,0,4
27,68.65,69.15,"M",2005,1,4
29,NA,68.42,"M",2007,2,4
30,NA,70.32,"M",2008,3,4
39,NA,78.28,"M",1999,0,3
40,84.65,85.72,"M",2000,1,3
42,86.15,88.98,"M",2002,2,3
28,86.7,88.63,"M",2001,0,3
29,84.37,85.27,"M",2002,1,3
31,96.63,100.7,"M",2004,2,3
36,94.6,101.4,"M",2004,0,3
37,90.85,94.72,"M",2005,1,3
39,NA,79.2,"M",2007,2,3
34,NA,88.08,"M",1999,0,4
35,83.98,84.68,"M",2000,1,4
36,75.88,78.13,"M",2001,2,4
38,79.08,81.67,"M",2003,3,4
28,65.62,65.8,"M",2004,0,3
29,81.12,82.08,"M",2005,1,3
31,NA,63.78,"M",2007,2,3
39,NA,68.53,"M",1999,0,4
42,64.38,64.77,"M",2002,1,4
44,70.67,71.18,"M",2004,2,4
45,66.02,66.22,"M",2005,3,4
36,81.43,82.72,"M",2001,0,3
37,75.3,77.27,"M",2002,1,3
42,NA,80.67,"M",2007,2,3
49,NA,80.38,"M",1999,0,6
50,78.3,80.55,"M",2000,1,6
51,78.27,78.82,"M",2001,2,6
53,82.98,85.37,"M",2003,3,6
54,80.9,86.1,"M",2004,4,6
55,84.2,86.88,"M",2005,5,6
41,83.7,85.97,"M",2001,0,3
43,96.18,101.3,"M",2003,1,3
48,NA,82.55,"M",2008,2,3
33,97.62,103.2,"M",2001,0,4
34,88.48,94.23,"M",2002,1,4
35,81.62,82.13,"M",2003,2,4
37,88.15,88.35,"M",2005,3,4
35,71.8,72.33,"M",2000,0,4
39,71.8,72.48,"M",2004,1,4
40,72.2,73.45,"M",2005,2,4
42,NA,70.53,"M",2007,3,4
55,81.55,82.25,"M",2000,0,5
56,88.62,91.97,"M",2001,1,5
57,86.42,87.72,"M",2002,2,5
58,92.95,95.82,"M",2003,3,5
59,96.28,98.93,"M",2004,4,5
29,74.7,75.3,"M",2000,0,3
30,73.87,74.67,"M",2001,1,3
31,74.08,77.75,"M",2002,2,3
38,99.4,108.9,"M",2001,0,5
41,96.68,102.5,"M",2004,1,5
42,96.05,104,"M",2005,2,5
44,NA,87.65,"M",2007,3,5
45,NA,82.3,"M",2008,4,5
36,89.95,92.8,"M",2004,0,3
37,89.47,95.97,"M",2005,1,3
39,NA,116.6,"M",2007,2,3
44,NA,91.85,"M",1999,0,4
45,88.52,89.2,"M",2000,1,4
46,92.8,93.73,"M",2001,2,4
50,84.37,87.2,"M",2005,3,4
25,85.62,89.38,"M",2004,0,3
26,82.05,84.03,"M",2005,1,3
28,NA,82,"M",2007,2,3
51,100.1,104,"M",2001,0,3
52,98.4,104.7,"M",2002,1,3
53,98.42,104,"M",2003,2,3
48,72.78,76.55,"M",2006,0,3
49,NA,75.5,"M",2007,1,3
50,NA,72.97,"M",2008,2,3
52,95.92,98.43,"M",2004,0,3
55,NA,96.12,"M",2007,1,3
56,NA,98.07,"M",2008,2,3
53,90.67,93.42,"M",2003,0,4
54,91.93,96.32,"M",2004,1,4
56,96.67,99.9,"M",2006,2,4
58,NA,108.8,"M",2008,3,4
34,79.53,85.83,"M",2001,0,3
35,80.18,85.08,"M",2002,1,3
36,87.97,93.62,"M",2003,2,3
30,61.75,61.88,"M",2005,0,3
31,60.57,60.65,"M",2006,1,3
32,NA,63.72,"M",2007,2,3
30,89.15,91.6,"M",2004,0,4
31,93.38,97.78,"M",2005,1,4
33,NA,99.52,"M",2007,2,4
34,NA,108,"M",2008,3,4
48,NA,86.6,"M",1999,0,4
49,84.25,85.13,"M",2000,1,4
50,85.08,86.12,"M",2001,2,4
52,90.13,91.78,"M",2003,3,4
30,64,64.32,"M",2000,0,3
32,66.47,66.68,"M",2002,1,3
37,NA,81.57,"M",2007,2,3
49,91.47,93.83,"M",2002,0,3
50,92.82,96.07,"M",2003,1,3
55,NA,88.08,"M",2008,2,3
33,78.85,79.77,"M",2002,0,4
34,86.23,87.77,"M",2003,1,4
36,94.03,97.32,"M",2005,2,4
39,NA,88.47,"M",2008,3,4
47,78.43,79.3,"M",2002,0,4
50,81.57,84.3,"M",2005,1,4
52,NA,84.95,"M",2007,2,4
53,NA,83.9,"M",2008,3,4
26,NA,104.1,"M",1999,0,5
29,72.97,74.48,"M",2002,1,5
30,80.08,83.28,"M",2003,2,5
32,82.12,83.85,"M",2005,3,5
34,NA,90.62,"M",2007,4,5
27,87.62,89.73,"F",2004,0,3
28,101.3,107.6,"F",2005,1,3
31,NA,98.33,"F",2008,2,3
23,105.2,111.9,"F",2004,0,3
24,108.6,108.6,"F",2005,1,3
25,100.3,109.8,"F",2006,2,3
26,98.87,105.1,"F",2004,0,4
27,101.1,109.4,"F",2005,1,4
28,90.77,96.95,"F",2006,2,4
29,NA,100.6,"F",2007,3,4
31,85.03,86.63,"F",2002,0,4
33,85.3,85.3,"F",2004,1,4
34,83.87,84.48,"F",2005,2,4
35,85.88,89.67,"F",2006,3,4
31,NA,93.82,"F",1999,0,3
32,86.42,87.52,"F",2000,1,3
34,101,107.1,"F",2002,2,3
23,103.4,111.7,"F",2005,0,3
25,NA,97.47,"F",2007,1,3
26,NA,96.15,"F",2008,2,3
31,98.4,103.7,"F",2001,0,6
32,97.78,103.5,"F",2002,1,6
33,94.22,96.58,"F",2003,2,6
34,82.92,87.18,"F",2004,3,6
35,92.07,97.02,"F",2005,4,6
37,NA,88.87,"F",2007,5,6
25,NA,86.48,"F",1999,0,3
26,84.05,85.62,"F",2000,1,3
28,96.57,98.62,"F",2002,2,3
33,NA,86.1,"F",1999,0,6
35,84.95,89.9,"F",2001,1,6
36,83.37,86.07,"F",2002,2,6
37,83.68,90.23,"F",2003,3,6
38,80.88,82.67,"F",2004,4,6
39,77.65,78.58,"F",2005,5,6
29,97.2,103.9,"F",2005,0,3
31,NA,103.8,"F",2007,1,3
32,NA,99.18,"F",2008,2,3
36,96.45,99.63,"F",2002,0,3
37,91.7,94.6,"F",2003,1,3
38,91.97,95.28,"F",2004,2,3
29,102.8,107,"F",2000,0,3
30,99.03,104,"F",2001,1,3
31,92.48,98.6,"F",2002,2,3
29,99.6,103.6,"F",2001,0,3
31,92.67,96.35,"F",2003,1,3
32,98.58,105.2,"F",2004,2,3
38,78.95,80.45,"F",2001,0,4
42,77.88,81.43,"F",2005,1,4
44,NA,73.18,"F",2007,2,4
45,NA,71.13,"F",2008,3,4
32,90.15,90.15,"F",2002,0,5
33,81.8,82.88,"F",2003,1,5
34,87.55,89.83,"F",2004,2,5
35,95.43,99.67,"F",2005,3,5
36,82.9,84.87,"F",2006,4,5
23,85.8,91.4,"F",2005,0,3
24,84.87,85.63,"F",2006,1,3
26,NA,83.37,"F",2008,2,3
30,100.1,104.8,"F",2003,0,3
31,105,110.7,"F",2004,1,3
32,108.1,116.2,"F",2005,2,3
24,90.05,96.17,"F",2002,0,3
26,99.62,104.3,"F",2004,1,3
27,101.9,106.6,"F",2005,2,3
25,106.5,112.6,"F",2004,0,3
26,119.6,119.6,"F",2005,1,3
28,NA,107.5,"F",2007,2,3
33,103.8,107.7,"F",2001,0,5
34,105.2,110.5,"F",2002,1,5
35,104.6,110.7,"F",2003,2,5
36,113.9,118.3,"F",2004,3,5
37,105.5,109,"F",2005,4,5
26,87.15,90.17,"F",2003,0,3
27,79.25,81.1,"F",2004,1,3
28,90.28,95.5,"F",2005,2,3
42,95.65,100.9,"F",2005,0,3
44,NA,86,"F",2007,1,3
45,NA,85.83,"F",2008,2,3
28,80.22,80.63,"F",2002,0,4
29,85.72,87.18,"F",2003,1,4
30,85.77,86.68,"F",2004,2,4
31,77.4,78.67,"F",2005,3,4
34,87.45,89.12,"F",2002,0,3
36,87.22,91.82,"F",2004,1,3
37,74.1,74.75,"F",2005,2,3
28,98.62,102.8,"F",2004,0,3
31,NA,93.02,"F",2007,1,3
32,NA,121.5,"F",2008,2,3
30,98.82,102.1,"F",2001,0,3
31,102.4,107,"F",2002,1,3
32,98.87,101.2,"F",2003,2,3
25,94.63,101.4,"F",2004,0,3
26,115,120.4,"F",2005,1,3
28,NA,80.5,"F",2007,2,3
32,91.23,95.73,"F",2000,0,3
34,84.93,86.3,"F",2002,1,3
40,NA,97.65,"F",2008,2,3
28,NA,83.25,"F",1999,0,4
29,82.95,84,"F",2000,1,4
30,75.67,77.02,"F",2001,2,4
31,72.75,73.23,"F",2002,3,4
22,NA,101.4,"F",1999,0,3
23,102.3,106.3,"F",2000,1,3
24,102.7,107.3,"F",2001,2,3
31,102.2,104.9,"F",2004,0,4
32,97.13,102.7,"F",2005,1,4
34,NA,104.1,"F",2007,2,4
35,NA,111.6,"F",2008,3,4
21,84.13,87.52,"F",2003,0,3
22,80.83,83.48,"F",2004,1,3
23,78.7,78.7,"F",2005,2,3
37,86.53,89.65,"F",2003,0,3
38,87.55,91.6,"F",2004,1,3
39,87.63,91.03,"F",2005,2,3
38,91.2,94.07,"F",2004,0,3
39,110.1,114.6,"F",2005,1,3
41,NA,92.67,"F",2007,2,3
56,108.1,112.2,"F",2000,0,3
57,111.3,115.5,"F",2001,1,3
58,113.6,118.1,"F",2002,2,3
26,93.42,94.95,"F",2003,0,3
27,91.57,93.25,"F",2004,1,3
28,92.42,100.4,"F",2005,2,3
26,NA,83.2,"F",1999,0,5
27,82.93,83.82,"F",2000,1,5
28,84.42,89.85,"F",2001,2,5
29,78.88,79.5,"F",2002,3,5
30,81.57,85.15,"F",2003,4,5
37,96.7,99.18,"F",2000,0,3
38,98.68,102.5,"F",2001,1,3
39,99.6,103.4,"F",2002,2,3
27,84.38,85.28,"F",2002,0,5
28,95.55,102,"F",2003,1,5
29,93.77,96.18,"F",2004,2,5
32,NA,97,"F",2007,3,5
33,NA,92.98,"F",2008,4,5
29,71.48,71.68,"F",2000,0,5
30,70.97,71.17,"F",2001,1,5
31,70.7,70.93,"F",2002,2,5
32,69.53,69.77,"F",2003,3,5
33,70.03,70.35,"F",2004,4,5
32,97.97,103.6,"F",2002,0,3
33,103.8,107.8,"F",2003,1,3
35,107.5,114.4,"F",2005,2,3
26,96.18,100.6,"F",2002,0,5
28,93.12,100.9,"F",2004,1,5
29,98.15,98.15,"F",2005,2,5
31,NA,88.35,"F",2007,3,5
32,NA,84.78,"F",2008,4,5
26,98.08,104.5,"F",2002,0,3
27,110.6,110.6,"F",2003,1,3
28,90.98,91.8,"F",2004,2,3
54,105.3,113.3,"F",2005,0,3
55,107.4,117.4,"F",2006,1,3
56,NA,103.4,"F",2007,2,3
30,96.13,101.5,"F",2001,0,5
32,96.88,99.97,"F",2003,1,5
33,87.18,91.97,"F",2004,2,5
34,90.93,95.38,"F",2005,3,5
37,NA,103.1,"F",2008,4,5
29,107.5,107.5,"F",2005,0,3
31,NA,97.43,"F",2007,1,3
32,NA,104.7,"F",2008,2,3
23,100.9,108.6,"F",2004,0,3
24,100.6,108.9,"F",2005,1,3
26,NA,107.6,"F",2007,2,3
32,64.2,64.28,"F",2001,0,3
33,65.62,65.72,"F",2002,1,3
34,75.85,75.95,"F",2003,2,3
27,94.05,99.02,"F",2001,0,5
28,93.63,98.5,"F",2002,1,5
29,90.18,96.03,"F",2003,2,5
31,101.9,105.8,"F",2005,3,5
33,NA,102,"F",2007,4,5
24,NA,85.03,"F",1999,0,3
28,109.1,115.8,"F",2003,1,3
29,101.8,106.2,"F",2004,2,3
33,80.65,87.15,"F",2003,0,3
34,81.22,82.13,"F",2004,1,3
35,97.38,104.3,"F",2005,2,3
39,83.08,85.72,"F",2002,0,3
40,82.57,84.98,"F",2003,1,3
41,87.55,92.02,"F",2004,2,3
14,86.93,87.37,"F",2006,0,3
15,NA,81.28,"F",2007,1,3
16,NA,86.1,"F",2008,2,3
42,131,137.4,"F",2001,0,3
44,117.6,122.7,"F",2003,1,3
47,129.6,132.9,"F",2006,2,3
32,77.77,78.7,"M",2002,0,3
33,81.87,85.03,"M",2003,1,3
38,NA,87.85,"M",2008,2,3
24,75.7,77.78,"M",2004,0,4
25,73.23,77.85,"M",2005,1,4
27,NA,68.78,"M",2007,2,4
28,NA,69.92,"M",2008,3,4
34,90.22,95.35,"M",2004,0,3
35,101.1,105.9,"M",2005,1,3
37,NA,87.93,"M",2007,2,3
27,92.57,96.22,"M",2005,0,3
28,88.08,88.62,"M",2006,1,3
29,NA,85.22,"M",2007,2,3
26,65.12,66.68,"M",2006,0,3
27,NA,67.02,"M",2007,1,3
28,NA,66,"M",2008,2,3
43,NA,60.23,"M",1999,0,3
45,60.5,60.5,"M",2001,1,3
47,63.05,63.2,"M",2003,2,3
51,NA,110.1,"M",1999,0,3
52,97.32,99.63,"M",2000,1,3
54,115.2,123.7,"M",2002,2,3
45,100.2,104.2,"F",2004,0,3
46,103.2,110.1,"F",2005,1,3
47,98.27,104.8,"F",2006,2,3
59,NA,95.23,"M",1999,0,4
60,93.27,94.3,"M",2000,1,4
62,97.03,99.13,"M",2002,2,4
63,97.75,100.1,"M",2003,3,4
63,87.38,89.82,"M",2002,0,3
65,85.4,87.95,"M",2004,1,3
66,88.68,90.7,"M",2005,2,3
43,NA,72.42,"M",1999,0,5
45,70.83,71.25,"M",2001,1,5
46,70.12,70.43,"M",2002,2,5
47,69.47,70.73,"M",2003,3,5
48,72.93,73.95,"M",2004,4,5
65,NA,74.07,"M",1999,0,5
66,77.13,77.18,"M",2000,1,5
71,78.95,79,"M",2005,2,5
72,81.5,81.57,"M",2006,3,5
74,NA,84.45,"M",2008,4,5
52,NA,72.75,"M",1999,0,8
53,75.12,76.03,"M",2000,1,8
56,78.98,79.18,"M",2003,2,8
57,78.72,78.93,"M",2004,3,8
58,77.37,78.27,"M",2005,4,8
59,77.88,78.62,"M",2006,5,8
60,NA,79.02,"M",2007,6,8
61,NA,82.03,"M",2008,7,8
47,74.1,76.05,"M",2001,0,3
48,76.93,78.48,"M",2002,1,3
49,79.37,80.47,"M",2003,2,3
36,89.22,94.17,"M",2006,0,3
37,NA,96.53,"M",2007,1,3
38,NA,103.9,"M",2008,2,3
33,89.2,95.45,"M",2002,0,3
35,83.32,87,"M",2004,1,3
36,85.25,88.52,"M",2005,2,3
51,NA,92.48,"M",1999,0,3
54,89.25,91.72,"M",2002,1,3
55,90.57,94.67,"M",2003,2,3
57,NA,71.62,"M",1999,0,3
58,66.07,66.3,"M",2000,1,3
59,64.88,65.08,"M",2001,2,3
55,NA,67.37,"M",1999,0,4
60,68.93,69.08,"M",2004,1,4
61,71.05,71.28,"M",2005,2,4
63,NA,72.2,"M",2007,3,4
43,NA,75.2,"M",1999,0,3
44,73.47,73.78,"M",2000,1,3
45,75.82,76.77,"M",2001,2,3
30,73.82,74.82,"M",2003,0,4
31,71.05,72.02,"M",2004,1,4
32,77.48,82.8,"M",2005,2,4
35,NA,67.18,"M",2008,3,4
30,86.82,89.85,"M",2003,0,4
33,86.38,89.15,"M",2006,1,4
34,NA,85.83,"M",2007,2,4
35,NA,86.1,"M",2008,3,4
26,82.75,84.58,"M",2004,0,4
27,86.23,92.37,"M",2005,1,4
29,NA,97.6,"M",2007,2,4
30,NA,92.7,"M",2008,3,4
30,65.95,67.53,"M",2000,0,3
32,64.6,64.75,"M",2002,1,3
36,76.73,81.03,"M",2006,2,3
26,90.6,93.55,"F",2002,0,3
27,83.73,85.5,"F",2003,1,3
28,87.23,87.8,"F",2004,2,3
26,81.83,84.68,"F",2004,0,3
29,NA,87.25,"F",2007,1,3
30,NA,80.45,"F",2008,2,3
27,79.48,80.82,"F",2002,0,4
28,81.58,82.85,"F",2003,1,4
30,75.27,76.2,"F",2005,2,4
31,72.82,75.33,"F",2006,3,4
26,75.37,76.85,"F",2001,0,3
28,76.73,77.95,"F",2003,1,3
29,77.52,78.13,"F",2004,2,3
22,83.53,87.15,"F",2004,0,3
23,82.05,89.63,"F",2005,1,3
26,NA,75.73,"F",2008,2,3
23,NA,113.7,"F",2007,0,3
24,NA,98.12,"F",2008,1,3
24,NA,128.8,"F",2008,2,3
27,103.8,110.3,"F",2006,0,4
28,NA,110,"F",2007,1,4
29,NA,97.2,"F",2008,2,4
29,NA,97.2,"F",2008,3,4
23,126.2,134.3,"F",2006,0,3
24,NA,126.5,"F",2007,1,3
25,NA,104.2,"F",2008,2,3
23,92.85,96.68,"F",2001,0,3
24,96.73,100.1,"F",2002,1,3
25,106.6,108.2,"F",2003,2,3
37,110.9,113.6,"F",2002,0,3
38,115.6,120.9,"F",2003,1,3
40,129.2,131.5,"F",2005,2,3
33,105.6,111.7,"F",2006,0,3
34,NA,91.73,"F",2007,1,3
35,NA,96.65,"F",2008,2,3
40,83.72,83.98,"F",2001,0,3
41,85.43,86.03,"F",2002,1,3
42,87.73,89.6,"F",2003,2,3
57,129.8,134.8,"F",2005,0,3
58,123.6,133.9,"F",2006,1,3
59,NA,119,"F",2007,2,3
45,91.25,93.28,"F",2000,0,3
46,83.18,83.8,"F",2001,1,3
49,106.1,112.9,"F",2004,2,3
28,83.28,85.08,"F",2006,0,3
29,NA,84.9,"F",2007,1,3
30,NA,87.15,"F",2008,2,3
39,88.57,90.57,"F",2005,0,4
40,84.12,85.08,"F",2006,1,4
41,NA,86.08,"F",2007,2,4
42,NA,83.92,"F",2008,3,4
31,80.55,83.08,"F",2001,0,3
32,80.87,82.17,"F",2002,1,3
33,75.33,76.35,"F",2003,2,3
40,96.05,99.92,"F",2004,0,4
